SendShipNO,MMSI,SendTime,Lon,Lat,SOG,COG,geometry
1,41200039,0,120.1054629250152,34.93131927165235,14.973781227175172,164.01453303945598,POINT (120.1054629250152 34.93131927165235)
1,41200050,0,120.06010268045497,34.93501159641836,18.05693004583161,13.360050087834953,POINT (120.06010268045497 34.93501159641836)
1,41200053,0,120.17466833047216,34.9110576552056,19.3592227843483,1.0682754064126811,POINT (120.17466833047216 34.9110576552056)
1,41200066,0,120.05141466710819,34.83682444651578,16.173442225786708,325.9148819368738,POINT (120.05141466710819 34.83682444651578)
1,41200078,0,120.21469760595372,34.82977123880487,18.556230636400343,156.60017215281326,POINT (120.21469760595372 34.82977123880487)
1,41200092,0,120.03707132828157,34.837504448934745,18.692527018869924,94.2567776947979,POINT (120.03707132828157 34.837504448934745)
1,41200101,0,120.075361721406,34.74966227598535,10.30858581452502,162.81605686199876,POINT (120.075361721406 34.74966227598535)
1,41200107,0,120.03432508184535,34.80617954270689,8.121450045560707,277.8263766020737,POINT (120.03432508184535 34.80617954270689)
1,41200003,0,120.16507215106456,34.88542348725027,6.895766532951844,346.3838792735403,POINT (120.16507215106456 34.88542348725027)
1,41200008,0,120.15254864214747,34.86957895882516,9.03718633810533,307.49831388658555,POINT (120.15254864214747 34.86957895882516)
2,41200015,0,119.97706148349643,35.007476220702344,15.43753087342677,337.0908784231469,POINT (119.97706148349643 35.007476220702344)
2,41200019,0,119.97361522927082,35.02043674878521,9.99567918575854,258.8480257170617,POINT (119.97361522927082 35.02043674878521)
2,41200021,0,120.07260075428067,34.98360573704987,8.969608197273592,126.78427246344846,POINT (120.07260075428067 34.98360573704987)
2,41200022,0,120.01640241041294,35.02981401012566,18.166099190985754,263.21331844071995,POINT (120.01640241041294 35.02981401012566)
2,41200023,0,120.089412874299,35.04236799535587,5.0,35.26773145457061,POINT (120.089412874299 35.04236799535587)
2,41200027,0,120.14888293881218,35.04745405784335,6.623349955011267,314.5332281992474,POINT (120.14888293881218 35.04745405784335)
2,41200028,0,120.01463805686784,34.98231401373541,19.51519754324164,2.5843669268201053,POINT (120.01463805686784 34.98231401373541)
2,41200031,0,119.97448187320903,35.11473209442427,18.17452327179636,346.07326816863986,POINT (119.97448187320903 35.11473209442427)
2,41200033,0,120.08092732258656,35.045691852736574,7.24179516236854,262.355178261431,POINT (120.08092732258656 35.045691852736574)
2,41200041,0,120.12053123470497,35.130739728835714,19.19070867576281,332.3657933845424,POINT (120.12053123470497 35.130739728835714)
2,41200042,0,120.16508581263955,35.059434110481924,11.025936949859092,133.69357385951855,POINT (120.16508581263955 35.059434110481924)
2,41200077,0,120.13642118337567,35.02039057101384,5.1158829046286005,128.3489634880937,POINT (120.13642118337567 35.02039057101384)
2,41200089,0,120.06005124845674,35.00387301477811,16.917922116215408,205.40087928917418,POINT (120.06005124845674 35.00387301477811)
2,41200091,0,120.03712564654259,34.99375751964037,5.150169159348391,164.4146466853377,POINT (120.03712564654259 34.99375751964037)
2,41200095,0,120.01498082929237,35.114101997042155,16.757136212799278,308.2269896042875,POINT (120.01498082929237 35.114101997042155)
2,41200098,0,120.064844006054,34.98158975636316,5.465571034527336,129.02317179352102,POINT (120.064844006054 34.98158975636316)
3,41200021,0,120.07268805531905,34.98408815597862,8.325363840298532,133.14566071372235,POINT (120.07268805531905 34.98408815597862)
3,41200035,0,120.17416440240241,34.81833283611962,9.351952390471327,329.25338398086217,POINT (120.17416440240241 34.81833283611962)
3,41200037,0,120.19337471240794,34.83083213860563,13.042015131480126,191.02610644481874,POINT (120.19337471240794 34.83083213860563)
3,41200039,0,120.10494415266955,34.93115423496016,14.957135774649391,148.89499838179637,POINT (120.10494415266955 34.93115423496016)
3,41200053,0,120.17453351679976,34.91119945533471,19.010677699427898,2.450631009008987,POINT (120.17453351679976 34.91119945533471)
3,41200078,0,120.21437041661542,34.82974474085403,18.715191906343907,158.98526698092505,POINT (120.21437041661542 34.82974474085403)
3,41200001,0,120.12687746519144,34.844763319555504,12.850818017766933,98.41279353242254,POINT (120.12687746519144 34.844763319555504)
3,41200008,0,120.15296934085158,34.869544988725266,9.765133163753145,289.8869252586158,POINT (120.15296934085158 34.869544988725266)
4,41200030,0,119.89290814907363,35.274770988465534,14.017087163976207,243.08965560463207,POINT (119.89290814907363 35.274770988465534)
4,41200031,0,119.97381844036472,35.11486217301199,17.400497669970665,341.33946071825517,POINT (119.97381844036472 35.11486217301199)
4,41200032,0,119.81774119971574,35.15487472397775,11.806643627164076,333.54352655976686,POINT (119.81774119971574 35.15487472397775)
4,41200040,0,119.82271179037184,35.12278495312872,15.54168167038241,100.75108882566063,POINT (119.82271179037184 35.12278495312872)
4,41200060,0,119.81682252852266,35.191107059351275,10.377916640293442,36.53782177432477,POINT (119.81682252852266 35.191107059351275)
4,41200069,0,119.78516060909728,35.14321446356366,6.896357932621753,234.2109480220195,POINT (119.78516060909728 35.14321446356366)
4,41200073,0,119.86644541463619,35.13922326460398,18.130974367214055,76.2977375234423,POINT (119.86644541463619 35.13922326460398)
4,41200076,0,119.9678718535992,35.18673181940414,5.0,6.550684658113242,POINT (119.9678718535992 35.18673181940414)
4,41200083,0,119.8311834564054,35.281918022469895,5.0,85.96386674931226,POINT (119.8311834564054 35.281918022469895)
4,41200084,0,119.8549671173582,35.15165531816388,8.224439213541455,89.58446246805808,POINT (119.8549671173582 35.15165531816388)
4,41200088,0,119.78373003639634,35.12363770847465,6.235206641185703,322.597920142977,POINT (119.78373003639634 35.12363770847465)
4,41200096,0,119.84980362217993,35.1520998957689,12.097097190391073,288.4586864236324,POINT (119.84980362217993 35.1520998957689)
4,41200097,0,119.9365613910305,35.25561774039019,12.80099664274566,182.66834467981238,POINT (119.9365613910305 35.25561774039019)
4,41200105,0,119.94092033373137,35.13762706555852,9.791733365773823,347.81542726018034,POINT (119.94092033373137 35.13762706555852)
4,41200106,0,119.87051879160072,35.13286904034502,5.0,158.71831631364688,POINT (119.87051879160072 35.13286904034502)
5,41200010,0,119.88010992641246,35.08587278732941,5.484149641568312,197.294425770753,POINT (119.88010992641246 35.08587278732941)
5,41200012,0,119.84126971482962,34.91329863197783,16.415761294271995,224.59981646966273,POINT (119.84126971482962 34.91329863197783)
5,41200017,0,119.78545086303151,34.96411412261675,14.585085932056865,95.5605509980978,POINT (119.78545086303151 34.96411412261675)
5,41200018,0,119.76819163230837,35.044010617953624,18.011775314655992,356.21235337134095,POINT (119.76819163230837 35.044010617953624)
5,41200034,0,119.91918051938545,35.067603693588275,8.517940240198802,59.18220534542285,POINT (119.91918051938545 35.067603693588275)
5,41200059,0,119.86086872812957,35.00346878998777,19.54957678686601,75.72208955017693,POINT (119.86086872812957 35.00346878998777)
5,41200070,0,119.88604382009687,35.07924037956707,5.307933684144816,346.63081372051414,POINT (119.88604382009687 35.07924037956707)
5,41200079,0,119.78039799183752,35.080507104773766,7.291723630455581,221.4461970101911,POINT (119.78039799183752 35.080507104773766)
5,41200102,0,119.86858115613313,34.91421921256402,14.69697188077851,288.79746263139634,POINT (119.86858115613313 34.91421921256402)
6,41200011,0,119.90532382189039,34.772383390736486,13.870522494709087,301.5791254886189,POINT (119.90532382189039 34.772383390736486)
6,41200047,0,119.88055284955294,34.79044247136382,14.229149751548345,136.58493321245126,POINT (119.88055284955294 34.79044247136382)
6,41200051,0,119.84908332000097,34.866149696865804,8.334014632228232,210.4890478672713,POINT (119.84908332000097 34.866149696865804)
6,41200055,0,119.97113327986743,34.82841525177916,8.996372700598583,159.80404577240128,POINT (119.97113327986743 34.82841525177916)
6,41200065,0,119.87549746070478,34.87537977539309,8.470920088811496,276.77537426248097,POINT (119.87549746070478 34.87537977539309)
6,41200082,0,119.86634121313095,34.86690860891322,5.0,99.36835103809977,POINT (119.86634121313095 34.86690860891322)
6,41200086,0,119.84830220181185,34.845119099830576,15.346614450545339,96.65739170665157,POINT (119.84830220181185 34.845119099830576)
6,41200099,0,119.88790401565998,34.743304082339776,8.080605328348131,10.057528283981865,POINT (119.88790401565998 34.743304082339776)
6,41200100,0,120.00833855832136,34.803386690740254,6.1685313096476335,286.11814259921846,POINT (120.00833855832136 34.803386690740254)
6,41200107,0,120.03471810822106,34.806780351051316,8.646008299606475,269.1050427667634,POINT (120.03471810822106 34.806780351051316)
6,41200108,0,119.88545932377073,34.87625649961129,7.598878433437873,158.5155771366646,POINT (119.88545932377073 34.87625649961129)
6,41200007,0,120.01348140836475,34.833795068450755,17.57582714886537,180.57035708917388,POINT (120.01348140836475 34.833795068450755)
7,41200025,0,119.99701989289383,34.92211174569271,8.585344099232689,21.075128414635277,POINT (119.99701989289383 34.92211174569271)
7,41200039,0,120.10544478193654,34.931890241343396,14.871588448319363,149.06431227902524,POINT (120.10544478193654 34.931890241343396)
7,41200055,0,119.97120105148414,34.82920889264121,8.985386584614243,171.86169755560394,POINT (119.97120105148414 34.82920889264121)
7,41200066,0,120.05084020859805,34.83644228809658,16.958683806765972,326.07393161740936,POINT (120.05084020859805 34.83644228809658)
7,41200092,0,120.03727429275499,34.837428659186585,18.635554805896415,93.2549833167418,POINT (120.03727429275499 34.837428659186585)
7,41200100,0,120.00866592632633,34.80346134367152,6.024253660194864,288.43067808112795,POINT (120.00866592632633 34.80346134367152)
7,41200101,0,120.07543703066378,34.749836659626574,9.53553475146287,150.8714480809583,POINT (120.07543703066378 34.749836659626574)
7,41200107,0,120.03398290763816,34.80688563711495,8.33684488664121,270.2416773386703,POINT (120.03398290763816 34.80688563711495)
7,41200000,0,119.98332782262972,34.923508538829616,6.99907434525973,93.83800774941079,POINT (119.98332782262972 34.923508538829616)
7,41200006,0,119.93506826475226,34.804119050644665,16.11207845629132,314.1907289850235,POINT (119.93506826475226 34.804119050644665)
8,41200035,0,120.17470420666318,34.81826152624076,9.165625204774157,339.9696485517247,POINT (120.17470420666318 34.81826152624076)
8,41200037,0,120.19363291612798,34.830727460122304,11.689724720013007,202.2086397995475,POINT (120.19363291612798 34.830727460122304)
8,41200039,0,120.10523959702076,34.931196743993084,14.8792477760692,148.6883490705933,POINT (120.10523959702076 34.931196743993084)
8,41200050,0,120.05942042499537,34.934483243675686,19.441948303582866,6.701168361998609,POINT (120.05942042499537 34.934483243675686)
8,41200053,0,120.17444406088265,34.91105379085562,19.160919285417883,2.657918007407943,POINT (120.17444406088265 34.91105379085562)
8,41200078,0,120.21454374469107,34.82995121237212,18.192668646624316,164.44435035105036,POINT (120.21454374469107 34.82995121237212)
8,41200001,0,120.12683885000706,34.844527436931614,14.048423885348635,107.34341545069447,POINT (120.12683885000706 34.844527436931614)
8,41200003,0,120.16464955113075,34.88593940327744,6.724055364849885,351.5445363413664,POINT (120.16464955113075 34.88593940327744)
9,41200013,0,120.26022695031877,34.99634740310162,14.14663484384193,251.34902721788373,POINT (120.26022695031877 34.99634740310162)
9,41200024,0,120.2383396729368,35.04777263172666,8.018297423837154,104.31965456181854,POINT (120.2383396729368 35.04777263172666)
9,41200026,0,120.2689175467417,34.97017412580804,8.412452966935533,345.57514941093194,POINT (120.2689175467417 34.97017412580804)
9,41200027,0,120.14943910053888,35.047278177732096,5.606467895577144,321.8620932042069,POINT (120.14943910053888 35.047278177732096)
9,41200041,0,120.11998024441111,35.13032307044022,18.554490058744285,328.8661536506125,POINT (120.11998024441111 35.13032307044022)
9,41200042,0,120.16520408514522,35.05937538379705,11.578126600746693,142.14036692853665,POINT (120.16520408514522 35.05937538379705)
9,41200043,0,120.25423254720326,35.04273867076289,19.172993826930615,90.85257870199463,POINT (120.25423254720326 35.04273867076289)
9,41200045,0,120.21191796812714,35.08412651106637,5.99838616875442,171.09642372892674,POINT (120.21191796812714 35.08412651106637)
9,41200052,0,120.22282190960073,34.987593196958954,14.393229480402823,186.67212499931364,POINT (120.22282190960073 34.987593196958954)
9,41200061,0,120.21526819831092,35.14624407504405,5.0,349.19735908311605,POINT (120.21526819831092 35.14624407504405)
9,41200067,0,120.17543587521155,35.09995838844947,5.0,179.47872008623608,POINT (120.17543587521155 35.09995838844947)
9,41200077,0,120.136665110641,35.01979719845097,6.574811160797556,119.65221285556098,POINT (120.136665110641 35.01979719845097)
9,41200085,0,120.20802503656645,35.01640413000021,15.280684657165223,237.58129249923016,POINT (120.20802503656645 35.01640413000021)
9,41200087,0,120.29025457794661,35.07180878065929,11.773678790740934,281.4943200307437,POINT (120.29025457794661 35.07180878065929)
9,41200090,0,120.27284636468987,35.1237579978811,5.0,256.9174385857518,POINT (120.27284636468987 35.1237579978811)
0,41200015,5,119.97709348871689,35.00789965381644,15.40128601376249,345.8558660384012,POINT (119.97709348871689 35.00789965381644)
0,41200019,5,119.97318773159735,35.02072590225414,9.930810610453399,252.02015888705256,POINT (119.97318773159735 35.02072590225414)
0,41200021,5,120.07232470162626,34.98374534154363,8.420561213324607,128.89154548424435,POINT (120.07232470162626 34.98374534154363)
0,41200025,5,119.9970266305271,34.92201077882021,8.351599618223663,1.84061953217026,POINT (119.9970266305271 34.92201077882021)
0,41200028,5,120.01440945896265,34.98246425934499,18.561104965389582,2.2775881643112585,POINT (120.01440945896265 34.98246425934499)
0,41200049,5,119.99884442521964,34.95705586007858,13.276821596211178,329.5831165661015,POINT (119.99884442521964 34.95705586007858)
0,41200050,5,120.05953272274188,34.93498419411038,18.90012872720156,0.3335483342510166,POINT (120.05953272274188 34.93498419411038)
0,41200055,5,119.97080891329381,34.82858337749833,8.327094612634431,178.42274628460575,POINT (119.97080891329381 34.82858337749833)
0,41200066,5,120.05120129842314,34.83704911667644,16.562502713229833,330.487239183634,POINT (120.05120129842314 34.83704911667644)
0,41200074,5,119.97072746654334,34.97123338312709,18.69964937404469,333.7054012380439,POINT (119.97072746654334 34.97123338312709)
0,41200075,5,119.8926382463377,34.905938135201104,8.095904353752655,305.5103742695795,POINT (119.8926382463377 34.905938135201104)
0,41200089,5,120.06026693653645,35.00333821603297,18.27764176442625,212.49019075698027,POINT (120.06026693653645 35.00333821603297)
0,41200091,5,120.03781923366566,34.99338733228877,5.759274757232841,161.77634323137693,POINT (120.03781923366566 34.99338733228877)
0,41200092,5,120.0380035632012,34.837366484075076,18.405803807182217,100.34497487620322,POINT (120.0380035632012 34.837366484075076)
0,41200098,5,120.06536768845253,34.9819980182869,5.0,134.86682389169414,POINT (120.06536768845253 34.9819980182869)
0,41200108,5,119.88586672207705,34.87600606541221,7.33079851376019,156.81656003435685,POINT (119.88586672207705 34.87600606541221)
0,41200007,5,120.01334597879308,34.8336334545431,17.78033013047043,179.33988516873436,POINT (120.01334597879308 34.8336334545431)
1,41200035,5,120.17473432176237,34.81790082741971,10.330118713276223,339.3743101863575,POINT (120.17473432176237 34.81790082741971)
1,41200037,5,120.1933175541437,34.8298786328035,12.802971451854024,190.18475109336958,POINT (120.1933175541437 34.8298786328035)
1,41200039,5,120.1055203610655,34.930714751254065,14.81719585412503,161.44308300536238,POINT (120.1055203610655 34.930714751254065)
1,41200050,5,120.05961195651521,34.935411516845605,18.844708760137244,6.7397575201614455,POINT (120.05961195651521 34.935411516845605)
1,41200053,5,120.1747580313914,34.911403572191325,19.26545382354153,3.779856256778487,POINT (120.1747580313914 34.911403572191325)
1,41200066,5,120.05093314840693,34.83713004391485,16.659971066185875,324.5336351221545,POINT (120.05093314840693 34.83713004391485)
1,41200078,5,120.21505859704969,34.82901142976142,18.207403192194406,152.77532408893305,POINT (120.21505859704969 34.82901142976142)
1,41200092,5,120.03738947988276,34.8374866881734,18.673115412797042,95.41070666102814,POINT (120.03738947988276 34.8374866881734)
1,41200101,5,120.07572104603595,34.75004861979366,10.087326871354316,152.43415371922922,POINT (120.07572104603595 34.75004861979366)
1,41200107,5,120.03384448389767,34.80659674137006,9.349851411108675,277.0771092710463,POINT (120.03384448389767 34.80659674137006)
1,41200003,5,120.16477615441218,34.885640972682054,8.51439558075924,357.56340172884336,POINT (120.16477615441218 34.885640972682054)
1,41200008,5,120.1526406026996,34.86960272886584,8.822737915090316,306.4217374271609,POINT (120.1526406026996 34.86960272886584)
2,41200015,5,119.9766636634305,35.007801253474426,15.2908672192043,339.5078099864885,POINT (119.9766636634305 35.007801253474426)
2,41200019,5,119.97279663349455,35.02070189643611,10.829873500983659,250.1898184909118,POINT (119.97279663349455 35.02070189643611)
2,41200021,5,120.07289324720809,34.98374874087359,9.14797162110083,125.30062466862849,POINT (120.07289324720809 34.98374874087359)
2,41200022,5,120.01608239875239,35.02931246857861,17.083328941005238,267.14172413659367,POINT (120.01608239875239 35.02931246857861)
2,41200023,5,120.08961391708577,35.04233634987799,5.0,28.90585960845919,POINT (120.08961391708577 35.04233634987799)
2,41200027,5,120.1490007436952,35.047052862179655,5.699899759534186,307.34425145636703,POINT (120.1490007436952 35.047052862179655)
2,41200028,5,120.01436507131766,34.9825671340686,18.112163349270727,1.426922727632002,POINT (120.01436507131766 34.9825671340686)
2,41200031,5,119.97423888165241,35.11518205675905,18.085565050657777,350.9095261160794,POINT (119.97423888165241 35.11518205675905)
2,41200033,5,120.08045414517221,35.045855772643655,7.315895177356228,278.09750028488185,POINT (120.08045414517221 35.045855772643655)
2,41200041,5,120.12029563084413,35.13115693154216,19.834305133019548,332.9780752988255,POINT (120.12029563084413 35.13115693154216)
2,41200042,5,120.16574765539949,35.059405143825636,10.80322457950638,131.23060744990798,POINT (120.16574765539949 35.059405143825636)
2,41200077,5,120.13643727268533,35.01980170812631,5.899047342556651,130.83843311882623,POINT (120.13643727268533 35.01980170812631)
2,41200089,5,120.06001441273507,35.003538159215786,18.591844201090005,207.10223244283648,POINT (120.06001441273507 35.003538159215786)
2,41200091,5,120.03787055025559,34.9936318989381,5.652596624245955,158.4658423942494,POINT (120.03787055025559 34.9936318989381)
2,41200095,5,120.01496788367284,35.114359737877024,16.919235198271114,321.4055366515964,POINT (120.01496788367284 35.114359737877024)
2,41200098,5,120.06481517476332,34.98168207379832,5.408823550643527,143.56235538837663,POINT (120.06481517476332 34.98168207379832)
3,41200021,5,120.07264882348612,34.98334897823248,9.317797720444004,124.79540247149407,POINT (120.07264882348612 34.98334897823248)
3,41200035,5,120.17428804438745,34.81852705665634,8.800852041092705,338.321220293374,POINT (120.17428804438745 34.81852705665634)
3,41200037,5,120.19412619725392,34.83044010629526,11.832258813992837,187.3991413846049,POINT (120.19412619725392 34.83044010629526)
3,41200039,5,120.10506395116948,34.93132636882293,13.68166699883476,149.90864127119636,POINT (120.10506395116948 34.93132636882293)
3,41200053,5,120.17423147806194,34.91192351403202,18.721450229642418,356.13785313461096,POINT (120.17423147806194 34.91192351403202)
3,41200078,5,120.2143593874793,34.8294248309619,17.841910571210796,149.07498661525304,POINT (120.2143593874793 34.8294248309619)
3,41200001,5,120.12752794396775,34.84457361969699,13.877273788837169,92.54560468028822,POINT (120.12752794396775 34.84457361969699)
3,41200008,5,120.15267082617453,34.86998880623904,8.791131851369668,310.2260285950215,POINT (120.15267082617453 34.86998880623904)
4,41200030,5,119.89274814489882,35.274768164718964,13.595874353293407,251.36250110872265,POINT (119.89274814489882 35.274768164718964)
4,41200031,5,119.9743192372533,35.115072798692474,18.588548676241107,344.0355752722822,POINT (119.9743192372533 35.115072798692474)
4,41200032,5,119.81768140280067,35.15452881249917,10.392137837331619,336.6393818717798,POINT (119.81768140280067 35.15452881249917)
4,41200040,5,119.82272942899039,35.12266089391218,15.913533411179412,88.37620691943239,POINT (119.82272942899039 35.12266089391218)
4,41200060,5,119.81626070050316,35.1911950195219,9.73767884709932,46.37742687590273,POINT (119.81626070050316 35.1911950195219)
4,41200069,5,119.7850798734965,35.14296948902225,8.329500019387615,237.89850447903578,POINT (119.7850798734965 35.14296948902225)
4,41200073,5,119.86668454884332,35.13940344527362,16.370637418257598,74.87659423347066,POINT (119.86668454884332 35.13940344527362)
4,41200076,5,119.9678188043545,35.18705383684308,5.324038296448421,3.847750242341278,POINT (119.9678188043545 35.18705383684308)
4,41200083,5,119.83097619904454,35.28194285603626,5.396214466129825,83.84672555247414,POINT (119.83097619904454 35.28194285603626)
4,41200084,5,119.85566631812394,35.15155165561247,8.581913327555796,95.32036427583441,POINT (119.85566631812394 35.15155165561247)
4,41200088,5,119.78322005525027,35.123755191848225,6.284339578053021,309.5418785405155,POINT (119.78322005525027 35.123755191848225)
4,41200096,5,119.8495445608881,35.151491395152874,11.835842336270133,302.4420286238661,POINT (119.8495445608881 35.151491395152874)
4,41200097,5,119.9368756471807,35.25528842921963,12.605617440993731,173.18656032795323,POINT (119.9368756471807 35.25528842921963)
4,41200105,5,119.94136063621542,35.13785858234887,8.525171033655115,332.3995489213041,POINT (119.94136063621542 35.13785858234887)
4,41200106,5,119.8701657929683,35.13272053193842,5.909457780701203,164.1602864441095,POINT (119.8701657929683 35.13272053193842)
5,41200010,5,119.88054878084118,35.08560131080655,6.617832962772251,189.2462368899854,POINT (119.88054878084118 35.08560131080655)
5,41200012,5,119.84127046471164,34.913024883630754,15.668624461825969,214.50035719265307,POINT (119.84127046471164 34.913024883630754)
5,41200017,5,119.78589260527366,34.964399994382816,14.031046686317312,105.04671657003831,POINT (119.78589260527366 34.964399994382816)
5,41200018,5,119.76793983445764,35.044587970807186,17.24431793373626,354.0841283766849,POINT (119.76793983445764 35.044587970807186)
5,41200034,5,119.91900882571191,35.067584043153786,8.47044484583748,67.48599994322592,POINT (119.91900882571191 35.067584043153786)
5,41200059,5,119.86163919100922,35.00358563313202,18.8086566503724,80.38850347222633,POINT (119.86163919100922 35.00358563313202)
5,41200070,5,119.88672611552192,35.079405360264936,5.0,337.4812159595723,POINT (119.88672611552192 35.079405360264936)
5,41200079,5,119.78066799559721,35.080680606573715,8.099461239697849,218.8704015835644,POINT (119.78066799559721 35.080680606573715)
5,41200102,5,119.86809427295387,34.91402544465132,15.227442375838743,280.6891367062849,POINT (119.86809427295387 34.91402544465132)
6,41200011,5,119.90554456352926,34.7720907224659,12.762629420443542,303.02745769231944,POINT (119.90554456352926 34.7720907224659)
6,41200047,5,119.88093619476005,34.79068005349246,15.095037725423516,135.79609484660412,POINT (119.88093619476005 34.79068005349246)
6,41200051,5,119.84908515402118,34.86564232742602,7.495640653754547,200.4357273165482,POINT (119.84908515402118 34.86564232742602)
6,41200055,5,119.97092144384872,34.828817931966825,9.014798067643053,176.04947592296637,POINT (119.97092144384872 34.828817931966825)
6,41200065,5,119.87490894828245,34.875040488177994,8.819773854187185,266.1061665480698,POINT (119.87490894828245 34.875040488177994)
6,41200082,5,119.8662519710257,34.866932134452824,5.0,102.16897178766948,POINT (119.8662519710257 34.866932134452824)
6,41200086,5,119.8487449290418,34.845435253413626,14.437507895109263,96.46941570501527,POINT (119.8487449290418 34.845435253413626)
6,41200099,5,119.88784996886612,34.74373073404059,7.868016996246306,10.12131232615226,POINT (119.88784996886612 34.74373073404059)
6,41200100,5,120.0084712646894,34.80334381239093,6.530437665261896,292.71979331574653,POINT (120.0084712646894 34.80334381239093)
6,41200107,5,120.03404678377626,34.80624976513112,9.648972042386053,281.1862105490422,POINT (120.03404678377626 34.80624976513112)
6,41200108,5,119.88555987840553,34.87608902257875,7.795972092550748,170.30504139780317,POINT (119.88555987840553 34.87608902257875)
6,41200007,5,120.01359573717463,34.83321370099129,17.60188892345763,179.95013729668537,POINT (120.01359573717463 34.83321370099129)
7,41200025,5,119.99786320367643,34.922600167290824,9.327837467141123,2.556303298314573,POINT (119.99786320367643 34.922600167290824)
7,41200039,5,120.10529340872169,34.9312618271217,14.71698070805854,166.71210946847776,POINT (120.10529340872169 34.9312618271217)
7,41200055,5,119.97056909189541,34.828574353229634,9.83338919162292,179.67051368625533,POINT (119.97056909189541 34.828574353229634)
7,41200066,5,120.0512302186883,34.837042655311436,16.938480852018852,333.2693550223204,POINT (120.0512302186883 34.837042655311436)
7,41200092,5,120.03807119194906,34.83782924366142,18.68504634730833,98.14210155039632,POINT (120.03807119194906 34.83782924366142)
7,41200100,5,120.00809888018007,34.803391740335606,5.767369728719439,287.1934405167568,POINT (120.00809888018007 34.803391740335606)
7,41200101,5,120.07550447500728,34.750283115044375,9.23688941659656,150.7484314122242,POINT (120.07550447500728 34.750283115044375)
7,41200107,5,120.03439189192797,34.80667956315891,8.369423195935418,274.09392414454334,POINT (120.03439189192797 34.80667956315891)
7,41200000,5,119.9832810197957,34.923221822240855,6.5245790048895005,95.6345207813025,POINT (119.9832810197957 34.923221822240855)
7,41200006,5,119.93509731675526,34.80476018108837,16.256472221571038,311.2925041680827,POINT (119.93509731675526 34.80476018108837)
8,41200035,5,120.1743255392092,34.81886661000563,9.118355782855975,329.88749954293843,POINT (120.1743255392092 34.81886661000563)
8,41200037,5,120.19298250890458,34.83088163913677,11.879437649047814,186.08643755025483,POINT (120.19298250890458 34.83088163913677)
8,41200039,5,120.10536605024376,34.93085811607648,14.703775369079676,159.8855412911648,POINT (120.10536605024376 34.93085811607648)
8,41200050,5,120.05901200099878,34.93531829180249,19.87448064215247,14.364309192096538,POINT (120.05901200099878 34.93531829180249)
8,41200053,5,120.17468220441023,34.91183378535928,19.038438737616673,350.3497107549347,POINT (120.17468220441023 34.91183378535928)
8,41200078,5,120.21456646261768,34.8294549719355,19.105453567360108,145.80575788713153,POINT (120.21456646261768 34.8294549719355)
8,41200001,5,120.12760621642477,34.84438219109312,13.560442024255263,104.91217707634448,POINT (120.12760621642477 34.84438219109312)
8,41200003,5,120.1649812176107,34.885735095112544,6.957801963418695,359.2226547135965,POINT (120.1649812176107 34.885735095112544)
