SendShipNO,SendTime,Lon,Lat,SOG,COG,geometry
8,14,120.15200574630146,34.869913863735604,9.878342703920904,299.71335520839847,POINT (120.15200574630146 34.869913863735604)
9,14,120.19287671137921,35.04769743439416,17.820651431372223,83.39852528353808,POINT (120.19287671137921 35.04769743439416)
0,19,119.98389310832519,34.92323951872589,6.08659616388377,104.53823498203647,POINT (119.98389310832519 34.92323951872589)
1,19,120.12831517460262,34.844383407109746,13.56068127521885,94.30266033254408,POINT (120.12831517460262 34.844383407109746)
2,19,120.07334215268348,35.07298404845675,16.74192303803295,7.835876373463211,POINT (120.07334215268348 35.07298404845675)
3,19,120.16501330003037,34.88620315404419,7.150854724231014,2.443850214627389,POINT (120.16501330003037 34.88620315404419)
4,19,119.87600918623642,35.1956745031535,15.719217852936623,76.28666692842002,POINT (119.87600918623642 35.1956745031535)
5,19,119.85960776312619,35.00699310715574,8.26694437668477,31.030790423954397,POINT (119.85960776312619 35.00699310715574)
6,19,119.93400626959175,34.8053574617908,16.16729713367328,303.5886584024411,POINT (119.93400626959175 34.8053574617908)
7,19,120.01339712907274,34.83230063324592,16.105975309873937,178.95005578771458,POINT (120.01339712907274 34.83230063324592)
8,19,120.15176438322116,34.87002738975758,10.091643821420204,296.52414589833154,POINT (120.15176438322116 34.87002738975758)
9,19,120.19337580383673,35.04774493354747,18.146467943945236,86.3721562978126,POINT (120.19337580383673 35.04774493354747)
0,23,119.98402579272295,34.923211178200376,6.055633251539093,105.16427766748409,POINT (119.98402579272295 34.923211178200376)
1,23,120.12861941706551,34.84436453520936,13.742153949605449,98.78545852900312,POINT (120.12861941706551 34.84436453520936)
2,23,120.0733936503272,35.07329168217861,16.657172683618587,12.152516811212875,POINT (120.0733936503272 35.07329168217861)
3,23,120.1650201638032,34.88633567329982,7.43930751208663,6.83437595481629,POINT (120.1650201638032 34.88633567329982)
4,23,119.8763542449715,35.19574362063107,15.887671368413098,73.51970885004752,POINT (119.8763542449715 35.19574362063107)
5,23,119.85970383453483,35.00712450181796,8.671216919706236,26.85036701892767,POINT (119.85970383453483 35.00712450181796)
6,23,119.93370339794564,34.805523367575056,15.904674491608311,307.5235767349464,POINT (119.93370339794564 34.805523367575056)
7,23,120.01340376811494,34.83200193395817,16.50185386210277,177.41707046077627,POINT (120.01340376811494 34.83200193395817)
8,23,120.15156116569992,34.87011098330019,9.647093833334548,299.26912834700096,POINT (120.15156116569992 34.87011098330019)
9,23,120.19378427135217,35.0477662305473,18.424399788302168,90.94701258148594,POINT (120.19378427135217 35.0477662305473)
0,28,119.98419032701626,34.92317444985257,6.043524668118137,104.82041789828537,POINT (119.98419032701626 34.92317444985257)
1,28,120.12900136395653,34.84431586894443,13.891486697741888,100.61282299069946,POINT (120.12900136395653 34.84431586894443)
2,28,120.07349254376608,35.07366922924932,16.802074021713224,16.039767537499287,POINT (120.07349254376608 35.07366922924932)
3,28,120.16504507381771,34.8865069355827,7.388809276494041,5.488062363040197,POINT (120.16504507381771 34.8865069355827)
4,28,119.87678454758542,35.19584811628923,16.152255730046306,75.90221919475492,POINT (119.87678454758542 35.19584811628923)
5,28,119.8598141982211,35.00730387371884,8.828924153341301,29.898940091121045,POINT (119.8598141982211 35.00730387371884)
6,28,119.93334880866674,34.80574798099621,15.62297108877276,309.11580783353793,POINT (119.93334880866674 34.80574798099621)
7,28,120.013424679494,34.83161970691807,16.51586452200405,181.89435485613294,POINT (120.013424679494 34.83161970691807)
8,28,120.15132441642321,34.870220342192376,9.157307317904998,294.36040224659996,POINT (120.15132441642321 34.870220342192376)
9,28,120.19430364579378,35.047759169165104,18.10178023900647,95.20592553985438,POINT (120.19430364579378 35.047759169165104)
0,33,119.98435479637178,34.92313860727255,5.637638049418115,103.01989350077275,POINT (119.98435479637178 34.92313860727255)
1,33,120.12938536196042,34.844256548497285,13.895832544749663,102.52498453017303,POINT (120.12938536196042 34.844256548497285)
2,33,120.07362347297904,35.07404362480074,16.96436617800416,12.16456852815082,POINT (120.07362347297904 35.07404362480074)
3,33,120.16506495778637,34.88667746736538,7.3920586601263745,2.0940227245727474,POINT (120.16506495778637 34.88667746736538)
4,33,119.87722701864368,35.19593933216289,16.32836576645313,71.77604640939165,POINT (119.87722701864368 35.19593933216289)
5,33,119.85993821539081,35.00748133236756,8.44308438505111,26.558019902319298,POINT (119.85993821539081 35.00748133236756)
6,33,119.93300806604248,34.8059765136522,15.675377197403373,308.72531317986005,POINT (119.93300806604248 34.8059765136522)
7,33,120.01340932745731,34.831236975563854,16.079659111934532,181.07938531838198,POINT (120.01340932745731 34.831236975563854)
8,33,120.15108973335262,34.87030791950401,9.439528332525237,291.51165479009546,POINT (120.15108973335262 34.87030791950401)
9,33,120.1948118900465,35.04772108664562,18.372851656224995,94.84850135330367,POINT (120.1948118900465 35.04772108664562)
0,37,119.98447849492176,34.92311504850428,5.220500212784092,100.41223142629605,POINT (119.98447849492176 34.92311504850428)
1,37,120.1296905638635,34.84420065042001,14.176549681435286,103.16436223936516,POINT (120.1296905638635 34.84420065042001)
2,37,120.07370412614634,35.074351218700144,16.568391231161666,13.97274875259857,POINT (120.07370412614634 35.074351218700144)
3,37,120.16507103794181,34.88681448973218,7.040061138281297,358.9717587948641,POINT (120.16507103794181 34.88681448973218)
4,37,119.87757746160057,35.19603404454864,16.173441154102782,73.18947232386132,POINT (119.87757746160057 35.19603404454864)
5,37,119.86002331621509,35.00762141367802,8.3896367647138,28.2621865453749,POINT (119.86002331621509 35.00762141367802)
6,37,119.93273304755945,34.80615841134448,15.98668213687633,307.13418863694596,POINT (119.93273304755945 34.80615841134448)
7,37,120.01340251351338,34.83093876712829,16.426358062696288,181.00768968575633,POINT (120.01340251351338 34.83093876712829)
8,37,120.15089208458414,34.87037212411086,9.79626645575098,294.7026587631094,POINT (120.15089208458414 34.87037212411086)
9,37,120.19522480053571,35.047692282284736,18.70093383538869,96.59403174660781,POINT (120.19522480053571 35.047692282284736)
0,42,119.98462303531741,34.92309317262463,5.0,103.18212891026218,POINT (119.98462303531741 34.92309317262463)
1,42,120.13007878374084,34.84412578991944,14.233359198364681,102.62250621360428,POINT (120.13007878374084 34.84412578991944)
2,42,120.07381695379932,35.074723995244,16.961745661571634,10.297624439638804,POINT (120.07381695379932 35.074723995244)
3,42,120.16506748307307,34.886977694434634,7.203001929560467,1.941566066169571,POINT (120.16506748307307 34.886977694434634)
4,42,119.87801475140479,35.196142490442604,16.6731394041547,69.41606846751368,POINT (119.87801475140479 35.196142490442604)
5,42,119.86013526122633,35.00779274349376,8.47650886329218,28.924357888825895,POINT (119.86013526122633 35.00779274349376)
6,42,119.93237477520611,34.806382179758806,15.556993821347882,310.6779163837949,POINT (119.93237477520611 34.806382179758806)
7,42,120.01339439036057,34.83055796066707,16.869149729017554,185.6741472934784,POINT (120.01339439036057 34.83055796066707)
8,42,120.15064170933317,34.87046704651542,9.727412469116144,295.64834708715756,POINT (120.15064170933317 34.87046704651542)
9,42,120.19574855375808,35.047642490571036,18.583047449470577,99.61516491101511,POINT (120.19574855375808 35.047642490571036)
0,47,119.9847600796226,34.92306673517321,5.152518784169077,100.37553541595669,POINT (119.9847600796226 34.92306673517321)
1,47,120.13046940370906,34.84405367175248,14.530848247702226,100.82713623349251,POINT (120.13046940370906 34.84405367175248)
2,47,120.07390246750843,35.075110923854446,17.050009973923398,14.433178329534964,POINT (120.07390246750843 35.075110923854446)
3,47,120.16507434994439,34.88714460748563,6.9232551689460955,3.326764504034509,POINT (120.16507434994439 34.88714460748563)
4,47,119.87845561217252,35.19627839746061,16.64990456083783,72.5698442130552,POINT (119.87845561217252 35.19627839746061)
5,47,119.86025078951712,35.007964760337046,8.78513555722291,31.49983259031748,POINT (119.86025078951712 35.007964760337046)
6,47,119.93204311629124,34.80661729199073,15.753450780095594,311.43741336958027,POINT (119.93204311629124 34.80661729199073)
7,47,120.01334749168805,34.83016874503473,17.32235437778601,182.8012947319123,POINT (120.01334749168805 34.83016874503473)
8,47,120.15039501498104,34.87056467073014,9.977367026033622,290.7782619637243,POINT (120.15039501498104 34.87056467073014)
9,47,120.19626511069711,35.047570523808524,18.322796311026227,98.02114057843322,POINT (120.19626511069711 35.047570523808524)
0,52,119.98490275448817,34.923045219420686,5.220848451996061,99.98839244527765,POINT (119.98490275448817 34.923045219420686)
1,52,120.13087078975964,34.843990382799205,14.633605963399432,97.23631494171029,POINT (120.13087078975964 34.843990382799205)
2,52,120.07402232204898,35.075493756981786,16.780020201245712,18.61027693227404,POINT (120.07402232204898 35.075493756981786)
3,52,120.16508565481288,34.88730485968841,7.085267920231271,359.4416332894324,POINT (120.16508565481288 34.88730485968841)
4,52,119.87890428861897,35.19639402779013,16.709928330772204,71.98072425047272,POINT (119.87890428861897 35.19639402779013)
5,52,119.86038014013018,35.008138433357416,8.474673170443289,29.75054063661336,POINT (119.86038014013018 35.008138433357416)
6,52,119.93171112379446,34.806859024226846,16.091953161903877,315.05190833243074,POINT (119.93171112379446 34.806859024226846)
7,52,120.01332368672834,34.82976758478413,17.80180841816253,184.01980055175326,POINT (120.01332368672834 34.82976758478413)
8,52,120.15013258024489,34.8706467374297,10.046960633421174,286.7720585431545,POINT (120.15013258024489 34.8706467374297)
9,52,120.19677663611269,35.04751124379588,18.276512794320983,100.12429154169601,POINT (120.19677663611269 35.04751124379588)
0,57,119.98504749693558,34.923024223379635,5.0,101.12569427513618,POINT (119.98504749693558 34.923024223379635)
1,57,120.13127906236807,34.84394764351892,14.344606957970338,93.94333504198528,POINT (120.13127906236807 34.84394764351892)
2,57,120.07417334902988,35.07586246367584,16.525036351272867,23.460663807122966,POINT (120.07417334902988 35.07586246367584)
3,57,120.16508371192852,34.88746913102689,7.260927400435679,359.12864868651485,POINT (120.16508371192852 34.88746913102689)
4,57,119.87935310583144,35.19651386931568,16.74505377399486,72.0315360802816,POINT (119.87935310583144 35.19651386931568)
5,57,119.86049864582675,35.008309024761324,8.79820031458081,34.324379344089735,POINT (119.86049864582675 35.008309024761324)
6,57,119.93139154459298,34.80712309361992,15.730612722057463,317.44071311083553,POINT (119.93139154459298 34.80712309361992)
7,57,120.01328859660552,34.82935584325201,17.88519617876098,179.95045617419694,POINT (120.01328859660552 34.82935584325201)
8,57,120.14986195517355,34.870713958218694,10.541946053305258,283.9306685010262,POINT (120.14986195517355 34.870713958218694)
9,57,120.1972838865897,35.047436754512376,18.37980765170944,97.1081513650711,POINT (120.1972838865897 35.047436754512376)
0,62,119.9851856046837,34.92300185333101,5.48538737188525,100.04051800485053,POINT (119.9851856046837 34.92300185333101)
1,62,120.13168153004584,34.84392477022666,14.373384457610499,93.17050105059083,POINT (120.13168153004584 34.84392477022666)
2,62,120.0743588956186,35.07621392875416,16.24265816239594,26.14752703459905,POINT (120.0743588956186 35.07621392875416)
3,62,120.16508060488339,34.88763746353723,7.082706257056913,354.5789994102349,POINT (120.16508060488339 34.88763746353723)
4,62,119.87980299671946,35.19663363529505,16.955218683596883,71.66972160076335,POINT (119.87980299671946 35.19663363529505)
5,62,119.86063844911885,35.008477492490925,8.488973491482113,33.07304606761503,POINT (119.86063844911885 35.008477492490925)
6,62,119.93109245667786,34.807391749028625,15.367326361032537,312.68458285307634,POINT (119.93109245667786 34.807391749028625)
7,62,120.01328903146968,34.82894115297333,17.891521533013194,178.82471784011753,POINT (120.01328903146968 34.82894115297333)
8,62,120.14957410370909,34.870772802948636,10.870705232481615,283.5395663591428,POINT (120.14957410370909 34.870772802948636)
9,62,120.19779808981468,35.047384021323566,18.69967367654696,99.56946382128102,POINT (120.19779808981468 35.047384021323566)
0,67,119.98533765667847,34.922979679477855,5.836519027926378,98.5375649727371,POINT (119.98533765667847 34.922979679477855)
1,67,120.13208514331589,34.84390633758073,14.173964459167264,90.42301650293335,POINT (120.13208514331589 34.84390633758073)
2,67,120.07456077099806,35.07655197996,16.193932945812396,21.586759177011476,POINT (120.07456077099806 35.07655197996)
3,67,120.16506177661795,34.88780094878288,7.42143776829712,353.50512397112976,POINT (120.16506177661795 34.88780094878288)
4,67,119.88025759280868,35.19675726331648,17.32668023625252,72.8885043851282,POINT (119.88025759280868 35.19675726331648)
5,67,119.8607689925437,35.008642424060056,8.202519741876664,30.23609491753062,POINT (119.8607689925437 35.008642424060056)
6,67,119.93077489782098,34.80763331441808,15.165653352463426,312.67290750021533,POINT (119.93077489782098 34.80763331441808)
7,67,120.01329935022255,34.828526403120954,17.540161645422437,174.45170974284332,POINT (120.01329935022255 34.828526403120954)
8,67,120.14927677949477,34.87083181149767,10.820292407348457,287.7408375640097,POINT (120.14927677949477 34.87083181149767)
9,67,120.19831795707299,35.047311943877986,18.41738481001155,100.29708129388762,POINT (120.19831795707299 35.047311943877986)
0,72,119.98550013747298,34.92295958934084,5.565214434123532,95.58288596499267,POINT (119.98550013747298 34.92295958934084)
1,72,120.13248375602113,34.843903910589454,14.365344889394706,86.34544053941508,POINT (120.13248375602113 34.843903910589454)
2,72,120.07472880393891,35.07690110664657,16.433704651497116,26.14697368297087,POINT (120.07472880393891 35.07690110664657)
3,72,120.16503815502968,34.88797191797308,7.8887442011877456,358.43637994753794,POINT (120.16503815502968 34.88797191797308)
4,72,119.88072531762515,35.196875460199074,17.714086784034375,75.02549799794357,POINT (119.88072531762515 35.196875460199074)
5,72,119.86088538980417,35.00880673144616,8.615361910733915,32.13204509207746,POINT (119.86088538980417 35.00880673144616)
6,72,119.93046144665256,34.80787165694392,15.009241172805563,315.6282008200282,POINT (119.93046144665256 34.80787165694392)
7,72,120.01334703501878,34.8281216179946,17.985685573992626,173.73091643291997,POINT (120.01334703501878 34.8281216179946)
8,72,120.14898685009854,34.870908257346166,10.7137328541859,292.59053783943637,POINT (120.14898685009854 34.870908257346166)
9,72,120.1988288385045,35.04723561306151,18.69972046240745,102.8856890519976,POINT (120.1988288385045 35.04723561306151)
0,77,119.98565605839035,34.92294703604883,5.759547823702204,91.41672282087377,POINT (119.98565605839035 34.92294703604883)
1,77,120.13288694045742,34.84392514056624,14.765659446480859,90.78306674829498,POINT (120.13288694045742 34.84392514056624)
2,77,120.07493305148503,35.07724313559854,16.200003140535387,23.068372708017748,POINT (120.07493305148503 35.07724313559854)
3,77,120.1650320979005,34.88815475839887,7.514563111072093,359.79616982931896,POINT (120.1650320979005 34.88815475839887)
4,77,119.88120865777022,35.19698157917517,18.14532758354821,75.62115285878639,POINT (119.88120865777022 35.19698157917517)
5,77,119.86101451836353,35.00897588621413,8.213447713735658,27.497466687567645,POINT (119.86101451836353 35.00897588621413)
6,77,119.93016638466955,34.80812041937044,14.822572167810165,311.6538404178506,POINT (119.93016638466955 34.80812041937044)
7,77,120.01340225904954,34.82770709126552,17.50930457754696,169.16192455772116,POINT (120.01340225904954 34.82770709126552)
8,77,120.1487085679662,34.87100368174645,10.614531200187685,292.1969434265366,POINT (120.1487085679662 34.87100368174645)
9,77,120.19934276551498,35.04713892508095,18.835942562757246,98.67300157534555,POINT (120.19934276551498 35.04713892508095)
0,81,119.98578572645806,34.922944394666004,6.227989547713259,93.06426587246224,POINT (119.98578572645806 34.922944394666004)
1,81,120.13321912085364,34.84392139698433,14.757743022834722,94.42967521919292,POINT (120.13321912085364 34.84392139698433)
2,81,120.07507627230986,35.0775195898096,15.811878044712818,18.92048993566492,POINT (120.07507627230986 35.0775195898096)
3,81,120.16503149611232,34.88829414372542,7.432025973721659,0.5576371104847908,POINT (120.16503149611232 34.88829414372542)
4,81,119.88160582359946,35.19706515651227,17.896524217202014,77.34477271993515,POINT (119.88160582359946 35.19706515651227)
5,81,119.86110001053106,35.009111022423795,8.497941692149405,24.39890596478932,POINT (119.86110001053106 35.009111022423795)
6,81,119.92991731549074,34.808303155237965,14.43492580210373,309.1887305219102,POINT (119.92991731549074 34.808303155237965)
7,81,120.01347631846433,34.82738810448044,17.301546606558723,171.0531746210122,POINT (120.01347631846433 34.82738810448044)
8,81,120.14848737821706,34.87107806394351,10.325287881140914,291.8912343015813,POINT (120.14848737821706 34.87107806394351)
9,81,120.19976274259238,35.04708624031982,19.065004407154635,100.5432254613283,POINT (120.19976274259238 35.04708624031982)
0,86,119.98596079732323,34.922936675412124,6.356912585341907,94.10211569084723,POINT (119.98596079732323 34.922936675412124)
1,86,120.13363292258298,34.843894968194036,15.133088882223083,94.133803101947,POINT (120.13363292258298 34.843894968194036)
2,86,120.07522087524808,35.07786638492134,15.48705951725731,19.24229705976807,POINT (120.07522087524808 35.07786638492134)
3,86,120.16503353144455,34.88846645461325,7.298964961526674,2.801420913048653,POINT (120.16503353144455 34.88846645461325)
4,86,119.8820990282875,35.19715605949536,17.96785958324059,72.65459574729752,POINT (119.8820990282875 35.19715605949536)
5,86,119.86119893378635,35.00929045544575,8.464057299393309,26.257049677094322,POINT (119.86119893378635 35.00929045544575)
6,86,119.92960280099702,34.80851463945871,14.197064594449317,311.6537189228449,POINT (119.92960280099702 34.80851463945871)
7,86,120.01355197522118,34.82699182738159,16.94889526325157,166.15839209914452,POINT (120.01355197522118 34.82699182738159)
8,86,120.14821784324002,34.8711673240313,10.7462798727761,292.83080052270003,POINT (120.14821784324002 34.8711673240313)
9,86,120.20029116927714,35.04700535775244,19.4895168104933,101.7019419652735,POINT (120.20029116927714 35.04700535775244)
0,91,119.98613928965185,34.92292613180003,5.97286673157367,91.2563178909072,POINT (119.98613928965185 34.92292613180003)
1,91,120.13405741283009,34.84386967405713,15.449265864971318,97.13152825650951,POINT (120.13405741283009 34.84386967405713)
2,91,120.07536482673466,35.078205396607395,15.463991005578654,20.309813011910467,POINT (120.07536482673466 35.078205396607395)
3,91,120.16504356952707,34.88863548625578,7.092015003165479,3.358815941655486,POINT (120.16504356952707 34.88863548625578)
4,91,119.88258345016914,35.197280254627636,18.10025196233314,77.10001296945607,POINT (119.88258345016914 35.197280254627636)
5,91,119.86130445427192,35.00946645045553,8.946414768933657,25.190779884919902,POINT (119.86130445427192 35.00946645045553)
6,91,119.92930460070595,34.808733419456146,14.230076634338973,309.23310931576594,POINT (119.92930460070595 34.808733419456146)
7,91,120.01366598799699,34.82661025790078,17.335574533213535,170.74255181667345,POINT (120.01366598799699 34.82661025790078)
8,91,120.14793920429452,34.87126400214281,10.962959660952745,297.5033195100633,POINT (120.14793920429452 34.87126400214281)
9,91,120.20082921801999,35.046913707587656,19.46720446703432,97.79610237445942,POINT (120.20082921801999 35.046913707587656)
0,96,119.98630738888909,34.922923095356815,5.737111131321912,91.17427644075022,POINT (119.98630738888909 34.922923095356815)
1,96,120.13448854080458,34.843825202474996,15.036047272165893,95.92556024553164,POINT (120.13448854080458 34.843825202474996)
2,96,120.0755162111336,35.07854164313747,14.982231436598472,16.46425670186975,POINT (120.0755162111336 35.07854164313747)
3,96,120.16505526161595,34.888799639329,7.556245888075633,358.5910044464535,POINT (120.16505526161595 34.888799639329)
4,96,119.88308178764,35.19737394070258,18.19587854695401,78.25387028897735,POINT (119.88308178764 35.19737394070258)
5,96,119.8614117617576,35.00965415066847,9.38051514099323,25.363225952509705,POINT (119.8614117617576 35.00965415066847)
6,96,119.92899474383333,34.808942100463376,14.377598740253335,311.0432999852483,POINT (119.92899474383333 34.808942100463376)
7,96,120.01374440213753,34.826213546092724,17.81357830993187,166.71840136469746,POINT (120.01374440213753 34.826213546092724)
8,96,120.1476656398278,34.87138138587133,10.50845759674369,298.71741138248734,POINT (120.1476656398278 34.87138138587133)
9,96,120.20137298461279,35.04685248088051,19.944801242620702,102.08403135525697,POINT (120.20137298461279 35.04685248088051)
0,101,119.98646885796451,34.92292036919731,5.4941113278456255,90.86909181461608,POINT (119.98646885796451 34.92292036919731)
1,101,120.13490914925814,34.843789210635904,15.437403671308147,92.10636122413294,POINT (120.13490914925814 34.843789210635904)
2,101,120.07563597173143,35.07887476718175,15.213960358989643,13.970531973473722,POINT (120.07563597173143 35.07887476718175)
3,101,120.16505003334741,34.88897478555493,7.539565577064794,358.7301740991314,POINT (120.16505003334741 34.88897478555493)
4,101,119.8835849673497,35.197459821765094,18.529057262452422,78.83589819786944,POINT (119.8835849673497 35.197459821765094)
5,101,119.86152499575391,35.00985067900293,9.678866241485155,23.79464998817804,POINT (119.86152499575391 35.00985067900293)
6,101,119.92868990524076,34.80916099631771,14.808164631521683,306.1904526388343,POINT (119.92868990524076 34.80916099631771)
7,101,120.01385947133186,34.82581156337761,17.71000529000506,165.6606301046475,POINT (120.01385947133186 34.82581156337761)
8,101,120.14740636800292,34.87149845694796,10.324980756437082,302.6088103117438,POINT (120.14740636800292 34.87149845694796)
9,101,120.20192282858795,35.04675567209441,20.43239701493374,97.69376865512469,POINT (120.20192282858795 35.04675567209441)
0,105,119.9865925736552,34.92291882339088,5.2314754036504585,95.01876278787803,POINT (119.9865925736552 34.92291882339088)
1,105,120.13525623892178,34.84377868553344,15.586473989593737,91.30420975142036,POINT (120.13525623892178 34.84377868553344)
2,105,120.07571884670259,35.079148611906724,15.545960176532352,10.125663638209096,POINT (120.07571884670259 35.079148611906724)
3,105,120.16504627210237,34.889114601166014,7.759401740380709,356.2529491550623,POINT (120.16504627210237 34.889114601166014)
4,105,119.88399572696129,35.19752636320831,18.140444144038632,82.58362761037738,POINT (119.88399572696129 35.19752636320831)
5,105,119.86161303204135,35.010014946480354,9.315899552330283,21.711763497333394,POINT (119.86161303204135 35.010014946480354)
6,105,119.92842113173592,34.8093231851226,15.241302587578616,305.0616938082803,POINT (119.92842113173592 34.8093231851226)
7,105,120.01395813287837,34.82549329466768,17.576822659389816,166.29666384196474,POINT (120.01395813287837 34.82549329466768)
8,105,120.14721061920835,34.87160166516914,10.23999877260452,299.10583473951095,POINT (120.14721061920835 34.87160166516914)
9,105,120.20237952011249,35.04670493309178,20.49504915254642,97.69343393677087,POINT (120.20237952011249 35.04670493309178)
0,110,119.98673927807482,34.922908212058054,5.0,90.55695899714618,POINT (119.98673927807482 34.922908212058054)
1,110,120.1356944731443,34.84377045920347,15.886738258252405,89.89778891676357,POINT (120.1356944731443 34.84377045920347)
2,110,120.07579593173718,35.079503435373596,15.596166453305251,6.047652924166847,POINT (120.07579593173718 35.079503435373596)
3,110,120.16503200302677,34.889294126133805,8.020700437988127,357.84541425206044,POINT (120.16503200302677 34.889294126133805)
4,110,119.88450381764753,35.19758065057237,18.31414169430445,81.60276662121015,POINT (119.88450381764753 35.19758065057237)
5,110,119.86171015035653,35.01021561731371,9.544010169840739,17.045966862722793,POINT (119.86171015035653 35.01021561731371)
6,110,119.92807042027587,34.80952619216616,14.94382035712417,303.7247597599902,POINT (119.92807042027587 34.80952619216616)
7,110,120.01407520908013,34.82509735445266,17.10288808550023,161.67220416461532,POINT (120.01407520908013 34.82509735445266)
8,110,120.146958914505,34.871717154404905,10.373942568186425,296.64391633982314,POINT (120.146958914505 34.871717154404905)
9,110,120.20295213497543,35.046641317338235,20.944658759461113,96.86594764623099,POINT (120.20295213497543 35.046641317338235)
0,114,119.9868518750483,34.92290731048178,5.0,88.40294987181477,POINT (119.9868518750483 34.92290731048178)
1,114,120.13605190641272,34.8437709843676,15.967057893417799,88.01234318904639,POINT (120.13605190641272 34.8437709843676)
2,114,120.07583300677065,35.0797911066077,15.390875899753187,6.571494999583294,POINT (120.07583300677065 35.0797911066077)
3,114,120.16502521486595,34.88944279538051,8.148871196476817,353.5631145768459,POINT (120.16502521486595 34.88944279538051)
4,114,119.88491320794917,35.19763025633365,18.512674103077014,82.11477943848054,POINT (119.88491320794917 35.19763025633365)
